description,class,type,legitibility,faction
"The card named Roaring for the Moon is a 4 cost undead minion with 4 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Summon two other Beasts from your deck, which cost (1) more.",Deathknight,Minion,,
"The card named Cultless Arcane is a 7 cost demon minion with 8 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Add a minion from your opponent's class to your hand.",Deathknight,Minion,,
"The card named Ashershear is a 4 cost undead minion with 6 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Summon a 5 dash 5 Misfiring Mummy , Deathrattle.",Deathknight,Minion,,
"The card named Rogue Mage is a 7 cost elemental minion with 7 health and 7 attack, and includes the effects deathrattle. The card text says: Deathrattle: Summon a 3 dash 4 Slayer with Taunt.",Deathknight,Minion,,
"The card named Stallone Slayer is a 3 cost undead minion with 3 health and 3 attack, and includes the effects deathrattle, rush. The card text says: Rush Deathrattle: Gain a copy of this minion.",Deathknight,Minion,,
"The card named Unusual Elusive is a 2 cost undead minion with 2 health and 0 attack, and includes the effects lifesteal. The card text says: Lifesteal Lifesteal",Deathknight,Minion,,
"The card named Cobbler is a 4 cost undead minion with 7 health and 5 attack, and includes the effects battlecry, discover. The card text says: Battlecry: If you control a Secret, Discover a Bloodshot card that costs (3) or less.",Deathknight,Minion,,
"The card named Darkclaw Resurrecter is a 5 cost undead minion with 6 health and 5 attack, and includes the effects taunt. The card text says: Taunt Resurrect all friendly Minions.",Deathknight,Minion,,
"The card named Imprisoned Demon is a 5 cost beast minion with 18 health and 3 attack, and includes the effects deathrattle. The card text says: Deathrattle: Summon a copy of a random Demon in your deck.",Deathknight,Minion,,
"The card named Deathslide Slayer is a 4 cost undead minion with 3 health and 3 attack, and includes the effects deathrattle. The card text says: Deathrattle: Summon a copy of the next Deathrattle minion in your hand.",Deathknight,Minion,,
"The card named Peddler of Death is a 3 cost undead minion with 4 health and 4 attack, and includes the effects autocorrect. The card text says: Autocorrect: Your next Deathrattle minion costs (1) less.",Deathknight,Minion,,
"The card named Cannon of Darkness is a 3 cost undead minion with 2 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Discover a card in your hand and draw it.",Deathknight,Minion,,
"The card named Deaf King is a 1 cost undead minion with 1 health and 2 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal damage equal to this minion's Attack to all minions.",Deathknight,Minion,,
"The card named Leapling Demon is a 10 cost naga minion with 3 health and 4 attack, and includes the effects deathrattle, taunt, battlecry. The card text says: Taunt Battlecry: Get more Poisonous minions",Deathknight,Minion,,
"The card named Avatar Slayer is a 4 cost undead minion with 4 health and 2 attack, and includes the effects deathrattle, battlecry. The card text says: Battlecry: If you play two Dragons with Taunt, gain plus 4 dash",Deathknight,Minion,,
"The card named Orion-Oldder is a 2 cost undead minion with 3 health and 1 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a Deathrattle minion. If it's a Death",Deathknight,Minion,,
"The card named Arcane Axe is a 4 cost demon minion with 4 health and 4 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 3 damage to all minions.",Deathknight,Minion,,
"The card named Shadow Smiffer is a 3 cost dragon minion with 3 health and 3 attack, and includes the effects trigger visual. The card text says: Whenever this minion attacks, summon 3 2 dash 2 Shadow spells.",Deathknight,Minion,,
"The card named Slashing Grasslem is a 7 cost undead minion with 5 health and 5 attack, and includes the effects trigger visual. The card text says: At the end of your turn, get rid of a friendly minion with Rush.",Deathknight,Minion,,
"The card named Fenix Medic is a 4 cost mech, beast minion with 3 health and 4 attack, and includes the effects deal damage, trigger visual. The card text says: After you draw a card, deal 2 damage to all enemies. After your hero has Frenzy",Deathknight,Minion,,
"The card named Bloodbath-More is a 4 cost undead minion with 4 health and 4 attack, and includes the effects deathrattle. The card text says: Deathrattle: Give your fellow minions plus 1 dash plus 1.",Deathknight,Minion,,
"The card named Bloodwind is a 5 cost undead minion with 5 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If you control a Deathrattle minion, gain plus 1 Attack.",Deathknight,Minion,,
"The card named Imprisoned Affairsaur is a 6 cost beast minion with 3 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If you've cast a spell while holding this, summon three 4 dash 4",Deathknight,Minion,,
"The card named Xada, the Elder is a 6 cost undead minion with 4 health and 6 attack, and includes the effects deathrattle. The card text says: Deathrattle: Summon three 5 dash 5 Corrupt Demons.",Deathknight,Minion,,
"The card named Imprisoned Demon is a 5 cost undead minion with 5 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: For each Mech you've cast this turn, swap the other 2 Imps into ones that",Deathknight,Minion,,
"The card named Dreadlock is a 5 cost undead minion with 5 health and 5 attack, and includes the effects deathrattle, taunt, battlecry. The card text says: Taunt Battlecry: Resurrect two random Dreadlock minion'",Deathknight,Minion,,
"The card named Psychic Fambolot is a 7 cost undead minion with 8 health and 6 attack, and includes the effects deathrattle, trigger visual. The card text says: After you cast a spell without Reborn, you cast a random Deathra",Deathknight,Minion,,
"The card named Terrorist is a 2 cost undead minion with 2 health and 1 attack, and includes the effects deathrattle. The card text says: Deathrattle: Summon a random Deathrattle minion from your hand.",Deathknight,Minion,,
"The card named Poisonous Slingshot is a 9 cost undead minion with 5 health and 3 attack, and includes the effects trigger visual. The card text says: At the end of your turn, add 10 random Totems to your hand.",Deathknight,Minion,,
"The card named Doomtiger is a 6 cost undead minion with 7 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Draw 3 cards.",Deathknight,Minion,,
"The card named Mercmane's Poisonous is a 5 cost undead minion with 5 health and 2 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 4 damage to all other minions.",Deathknight,Minion,,
"The card named Deathfrog is a 4 cost undead minion with 3 health and 3 attack, and includes the effects trigger visual. The card text says: After a friendly Undead dies, add a Deathrattle minion to your hand.",Deathknight,Minion,,
"The card named Deathful Deathtusk is a 3 cost beast minion with 3 health and 3 attack, and includes the effects taunt, battlecry. The card text says: Taunt Battlecry: Summon a copy of this minion for each dead in your deck",Deathknight,Minion,,
"The card named Ghoul and Dread Slumberer is a 7 cost undead minion with 4 health and 5 attack, and includes the effects trigger visual. The card text says: Whenever you cast a Shadow spell, summon a random Demon from your deck.",Deathknight,Minion,,
"The card named Arriver is a 6 cost undead minion with 3 health and 3 attack, and includes the effects trigger visual. The card text says: After you summon a minion, add a random Demon to your hand.",Deathknight,Minion,,
"The card named Assassin of the Wild Window is a 3 cost fel minion with 4 health and 2 attack, and includes the effects deathrattle. The card text says: Deathrattle: Gain plus 2 dash plus 2 for each other Demon you've cast this game.",Deathknight,Minion,,
"The card named Killer’s Armorer is a 5 cost mech, undead minion with 5 health and 5 attack, and includes the effects deathrattle, rush, taunt, deathrattle, battlecry. The card text says: Rush Battlecry",Deathknight,Minion,,
"The card named Infinite Ghat is a 6 cost minion with 5 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Destroy a minion.",Deathknight,Minion,,
"The card named Deathly Reaction is a 3 cost undead minion with 4 health and 4 attack, and includes the effects trigger visual. The card text says: At the start of your turn, summon a 1 dash 1 Deathly Reaction.",Deathknight,Minion,,
"The card named Bloodly Concubine is a 7 cost undead minion with 5 health and 4 attack, and includes the effects deathrattle. The card text says: Deathrattle: Draw a Deathrattle minion.",Deathknight,Minion,,
"The card named Imprisoned Oasis is a 2 cost undead minion with 2 health and 2 attack, and includes the effects trigger visual. The card text says: Whenever you control a Secret, summon a 4 dash 4 Demon with Rush, and gain plus",Deathknight,Minion,,
"The card named Skywalker is a 7 cost minion with 7 health and 9 attack, and includes the effects battlecry. The card text says: Battlecry: Gain plus 1 Attack for each deathrattle card you've played this turn. If there's a Secret, return",Deathknight,Minion,,
"The card named Grindly Brutalist is a 3 cost undead minion with 4 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If your deck has no copies, gain plus 2 dash plus 1.",Deathknight,Minion,,
"The card named Black Mage is a 5 cost undead minion with 6 health and 3 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover an Ace minion.",Deathknight,Minion,,
"The card named Shadowwinder is a 3 cost undead minion with 3 health and 2 attack, and includes the effects deathrattle, implosion, stealth. The card text says: Stealth Deathrattle: Your next game costs (1).",Deathknight,Minion,,
"The card named Dragonhugger is a 7 cost dragon minion with 4 health and 3 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover two cards with Deathrattle and a spell from this class.",Deathknight,Minion,,
"The card named Reborn the Czar is a 8 cost undead minion with 5 health and 8 attack, and includes the effects battlecry. The card text says: Battlecry: Reborn",Deathknight,Minion,,
"The card named Dragonwing's Arachnid is a 3 cost beast minion with 3 health and 3 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: If you've cast one spell on top of your deck with Rush, deal",Deathknight,Minion,,
"The card named Unstable Wolf is a 5 cost demon minion with 6 health and 5 attack, and includes the effects deathrattle, battlecry. The card text says: Battlecry: Discard a random card in your opponent's deck. Deathrattle",Deathknight,Minion,,
