description,faction_code,type,legitibility,faction,henry,sam,eli,viktor,Abraham,"Scoring format
legibility/faction/comedy"
"The card named The Shadow of Blackmail is a 1 cost identity with the subtypes connection. It has an influence allotment of 0. The card text says When you install this identity, place 1 credit on it.",criminal,identity,0,0,,,,,,
"The card named Black Panther: On the Precipice is a 45 deck size identity with the subtypes . It has an influence allotment of 0. The card text says The first time each turn the Corp makes a successful run, instead of losing",criminal,identity,0,0,,,,,,
"The card named Jill DeLong is a 39 deck size identity with the subtypes killer, identity. It has an influence Allotment of 0. The card text says When you install this identity, you may pay 1 credit. The Corp will pay 1 credit every time they fail",criminal,identity,0,1,,,,,,
"The card named B-Aldrich: The Worlds Biggest Detective is a 45 deck size identity with the subtypes ritzy. It has an influence allotment of 0. The card text says When you install this identity, if there is no installation or script available when the Installer is online, you may place up to 5 power counters (as opposed to allowing the Inc.",criminal,identity,,,,,,,,
"The card named Virgo: A New World is a 1 cost identity with the subtypes corruption. It has an influence allotment of 0. The card text says When you install Virgo, choose a card and spend click click click click. Choose a card type and take 1 credit. You may install",criminal,identity,,,,,,,,
"The card named Mantra: The Second Industrial Revolution is a 21 deck size identity with the subtypes connection, icebreaker. It has an influence allotment of 0. The card text says You are not allowed to use this identity for any given purpose, unless you violate it.",criminal,identity,,,,,,,,
"The card named The Troll Machine is a 0 cost identity with the subtypes malware, stealth. It has an influence allotment of 0. The card text says click, click, click: Create 2 bad publicity. When your turn begins, make the first successful run on your system.",criminal,identity,,,,,,,,
"The card named J.T. is a 45 deck size identity with the subtypes security. It has an influence allotment of 0. The card text says A$85 worth of research costs will be charged the first time each turn you make a successful run on a campus. If successful, add 5 credits to the bottom of research.",criminal,identity,,,,,,,,
"The card named Assignment is a 2 cost event with the subtypes run. It has an influence requirement of 1. The card text says Run the server. If successful, trash 1 of the",anarch,event,2,1,,,,,,
"The card named Pike County Court is a 2 cost event with the subtypes run. It has an influence requirement of 1. The card text says Whenever you install a piece of ice, you may add 1 card from headquarters to the top of headquarters. When you make a successful run on headquarters, you may end up with",anarch,event,1,0,,,,,,
"The card named Faultless Loser is a 2 cost event with the subtypes run. It has an influence requirement of 3. The card text says Run an research effort. If successful, instead of paying a run cost, spend money to upgrade an existing card.",anarch,event,1,0,,,,,,
"The card named Prodigals is a 0 cost event with the subtypes . It has an influence requirement of 2. The card text says When you install Prodigals, when you install Prodigals on this event, create 2 cards. If you have 2 or greater, the Runner",anarch,event,0,0,,,,,,
"The card named Black Death is a 0 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run the system. Instead of solving the card, install 7 credits from headquarters.",anarch,event,1,0,,,,,,
"The card named Assault is a 2 cost event with the subtypes current. It has an influence requirement of 1. It has a trash cost of 17. The card text says To gain access to this event, the Runner can take 1 tag. If successful, gain",anarch,event,,,,,,,,
The card named The Message Company is a 4 cost event with the subtypes run. It has an influence requirement of 4. The card text says Run Run Run your boss. This card costs 2 credits for each card you made within a campaign.,anarch,event,,,,,,,,
"The card named Xenopus is a 2 cost event with the subtypes . It has an influence requirement of 2. The card text says Whenever you encounter and end an Xenopus event, you may spend 1 of the credits. If you do, you may spend 2 credits from headquarters.",anarch,event,,,,,,,,
"The card named Intrepid Logic is a 2 cost event with the subtypes . It has an influence requirement of 1. The card text says After you install this event, place 1 power counter on it when it is rezzed for that turn. click: Run in order to gain access to this event. Once",anarch,event,,,,,,,,
"The card named Bigger Than Ever is a 2 cost event with the subtypes . It has an influence requirement of 2. The card text says When your turn begins, place 1 power counter on Bigger Than Ever.",anarch,event,,,,,,,,
"The card named Bruising the Scepter is a 2 cost event with the subtypes enlargement. It has an influence requirement of 4. The card text says Whenever the Runner encounters a piece of ice, take 1 tag; discard 1 tag. If successful, trash 8",anarch,event,,,,,,,,
"The card named Assassination is a 4 cost event with the subtypes run. It has an influence requirement of 3. It has a trash cost of 2. The card text says Run research. Whenever you make a successful run, you may have 2 credits.",anarch,event,,,,,,,,
"The card named ""Nanny"" is a 3 cost event with the subtypes run. It has an influence requirement of 3. The card text says Run any server. Click: Reclaim 1 card during this run. You may discard 1 card during this run. When you do",anarch,event,,,,,,,,
"The card named Mondo is a 6 cost event with the subtypes event . It has an influence requirement of 2. The card text says When you score this event, you may pay 3 credits. If you do, gain 1 credit for each available credit.",anarch,event,,,,,,,,
The card named Ms. Duggar is a 2 cost event with the subtypes location. It has an influence requirement of 2. It has a trash cost of 4. The card text says Gain 2 credits.,anarch,event,,,,,,,,
"The card named Cobra is a 0 cost event with the subtypes . It has an influence requirement of 3. The card text says When you install this event, place 1 power counter on it. when you get there, reveal 4 power counter",anarch,event,,,,,,,,
"The card named Stingray is a 4 cost event with the subtypes . It has an influence requirement of 2. It has a trash cost of 3. The card text says When you score Stingray, the Corp can trash 1 of its",anarch,event,,,,,,,,
The card named M-Fight is a 1 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run your turn without trashing a piece of ice. If,anarch,event,,,,,,,,
"The card named “Fallout” is a 4 cost event with the subtypes . It has an influence requirement of 5. The card text says When your turn begins, place 1 power counter on it. This system gets plus 3 strength.",anarch,event,,,,,,,,
The card named Dispatch is a 12 cost event with the subtypes run. It has an influence requirement of 3. The card text says Run any program. Trash any installed card from headquarters.,anarch,event,,,,,,,,
